[[-2.14004275  0.50425523 -1.34672599]],[[-2.32268364  0.32161434 -1.52936688]],[[-2.47003525  0.17426273 -1.67671849]],[[-2.55003959  0.0942584  -1.75672282]],[[-2.65518724 -0.01088925 -1.86187047]],[[-2.83262894 -0.18833096 -2.03931218]],[[-3.02849646 -0.38419848 -2.2351797 ]],[[-3.06264005 -0.41834206 -2.26932328]],[[-3.1810935  -0.53679552 -2.38777674]],[[-3.53502012 -0.89072213 -2.74170335]],[[-3.36573431 -0.72143633 -2.57241754]],[[-3.15703389 -0.51273591 -2.36371713]],[[-3.10882282 -0.46452483 -2.31550605]],[[-2.95065259 -0.3063546  -2.15733582]],[[-2.78551844 -0.14122045 -1.99220167]],[[-2.76046295 -0.11616497 -1.96714618]],[[-2.47946795  0.16483004 -1.68615118]],[[-2.38291045  0.26138753 -1.58959369]],[[-2.34112048  0.3031775  -1.54780372]],[[-2.22894477  0.41535321 -1.43562801]]
[[-1.18432657 -3.10567954 -1.95742758]],[[-1.23569941 -3.15705237 -2.00880042]],[[-1.114052   -3.03540496 -1.887153  ]],[[-1.23320377 -3.15455673 -2.00630477]],[[-1.27546327 -3.19681623 -2.04856427]],[[-1.2545388  -3.17589176 -2.0276398 ]],[[-1.38084571 -3.30219868 -2.15394672]],[[-1.36997914 -3.2913321  -2.14308015]],[[-1.29687122 -3.21822418 -2.06997222]],[[-1.20282028 -3.12417324 -1.97592129]],[[-1.12951485 -3.05086781 -1.90261586]],[[-1.16787775 -3.08923071 -1.94097875]],[[-1.12087531 -3.04222827 -1.89397632]],[[-1.13296736 -3.05432032 -1.90606836]],[[-1.23791976 -3.15927273 -2.01102077]],[[-1.37743791 -3.29879088 -2.15053892]],[[-1.28889116 -3.21024412 -2.06199216]],[[-1.23300255 -3.15435551 -2.00610355]],[[-1.11723546 -3.03858843 -1.89033647]],[[-1.18931025 -3.11066322 -1.96241126]]
[[-6.90553947 -1.74641869 -0.25494515]],[[-6.91303051 -1.75390972 -0.26243619]],[[-7.03304318 -1.87392239 -0.38244886]],[[-7.03937945 -1.88025867 -0.38878513]],[[-6.94899899 -1.78987821 -0.29840467]],[[-6.84906082 -1.68994004 -0.1984665 ]],[[-6.84804848 -1.6889277  -0.19745416]],[[-6.83571982 -1.67659903 -0.1851255 ]],[[-6.81627244 -1.65715166 -0.16567812]],[[-6.71581917 -1.55669838 -0.06522485]],[[-6.69782991 -1.53870913 -0.04723559]],[[-6.66427355 -1.50515277 -0.01367923]],[[-6.72332735 -1.56420657 -0.07273303]],[[-7.04593288 -1.8868121  -0.39533856]],[[-7.1722504  -2.01312961 -0.52165608]],[[-7.12663088 -1.9675101  -0.47603656]],[[-6.99953669 -1.84041591 -0.34894237]],[[-6.95650047 -1.79737969 -0.30590615]],[[-6.89662391 -1.73750313 -0.24602959]],[[-6.78904318 -1.6299224  -0.13844886]]
[[-3.37545947 -1.71527436 -1.91351807]],[[-3.37813458 -1.71794947 -1.91619318]],[[-3.38282337 -1.72263826 -1.92088196]],[[-3.40382217 -1.74363705 -1.94188076]],[[-3.3564495  -1.69626439 -1.8945081 ]],[[-3.14958587 -1.48940076 -1.68764447]],[[-3.03997165 -1.37978654 -1.57803025]],[[-3.16896343 -1.50877832 -1.70702202]],[[-3.35960948 -1.69942436 -1.89766807]],[[-3.22457625 -1.56439113 -1.76263484]],[[-3.13844814 -1.47826303 -1.67650673]],[[-3.23671782 -1.57653271 -1.77477641]],[[-3.42484816 -1.76466305 -1.96290675]],[[-3.42480545 -1.76462034 -1.96286404]],[[-3.43894582 -1.77876071 -1.97700442]],[[-3.24985394 -1.58966883 -1.78791253]],[[-3.48747965 -1.82729453 -2.02553824]],[[-3.57266426 -1.91247915 -2.11072286]],[[-3.58637856 -1.92619345 -2.12443715]],[[-3.49041763 -1.83023252 -2.02847623]]
[[-1.31967485  1.25152807 -2.73199563]],[[-1.4210079   1.15019501 -2.83332869]],[[-1.50325653  1.06794638 -2.91557732]],[[-1.57895501  0.9922479  -2.9912758 ]],[[-1.49979571  1.0714072  -2.9121165 ]],[[-1.46915484  1.10204807 -2.88147562]],[[-1.48446743  1.08673548 -2.89678822]],[[-1.45111256  1.12009035 -2.86343335]],[[-1.53944088  1.03176203 -2.95176167]],[[-1.34777342  1.22342949 -2.76009421]],[[-1.26111649  1.31008642 -2.67343727]],[[-1.39447046  1.17673245 -2.80679125]],[[-1.22196324  1.34923967 -2.63428403]],[[-1.2424384   1.32876451 -2.65475919]],[[-1.21437755  1.35682536 -2.62669834]],[[-1.12287817  1.44832474 -2.53519896]],[[-1.16329182  1.4079111  -2.5756126 ]],[[-1.20321843  1.36798448 -2.61553922]],[[-1.24581941  1.3253835  -2.6581402 ]],[[-1.35611133  1.21509159 -2.76843211]]
[[-2.43442605  1.80969092 -3.80460456]],[[-2.37453947  1.8695775  -3.74471798]],[[-2.46425645  1.77986052 -3.83443496]],[[-2.58316832  1.66094865 -3.95334683]],[[-2.55601435  1.68810262 -3.92619286]],[[-2.36701063  1.87710634 -3.73718914]],[[-2.35589463  1.88822234 -3.72607313]],[[-2.50784002  1.73627695 -3.87801853]],[[-2.40151175  1.84260522 -3.77169025]],[[-2.39559956  1.84851741 -3.76577806]],[[-2.48633827  1.7577787  -3.85651677]],[[-2.46875024  1.77536673 -3.83892875]],[[-2.33847596  1.90564101 -3.70865447]],[[-2.35295915  1.89115782 -3.72313766]],[[-2.50536578  1.73875119 -3.87554429]],[[-2.61031561  1.63380136 -3.98049412]],[[-2.5706288   1.67348817 -3.94080731]],[[-2.38916844  1.85494853 -3.75934694]],[[-2.4579073   1.78620967 -3.8280858 ]],[[-2.4544858   1.78963117 -3.8246643 ]]
[[-2.97298923  5.46968385 -5.79507519]],[[-2.87550157  5.56717151 -5.69758753]],[[-2.90993354  5.53273954 -5.7320195 ]],[[-2.7562431   5.68642998 -5.57832906]],[[-2.91711024  5.52556284 -5.7391962 ]],[[-2.75175286  5.69092022 -5.57383882]],[[-2.66706523  5.77560785 -5.48915119]],[[-2.58293338  5.8597397  -5.40501934]],[[-2.66887088  5.7738022  -5.49095684]],[[-2.5987819   5.84389118 -5.42086786]],[[-2.60050616  5.84216692 -5.42259212]],[[-2.64482605  5.79784703 -5.46691202]],[[-2.54270455  5.89996854 -5.36479051]],[[-2.33209592  6.11057716 -5.15418188]],[[-2.3953732   6.04729988 -5.21745916]],[[-2.60682652  5.83584656 -5.42891248]],[[-2.80077838  5.6418947  -5.62286434]],[[-2.66378595  5.77888713 -5.48587192]],[[-2.67562036  5.76705272 -5.49770632]],[[-2.83614329  5.60652979 -5.65822926]]
[[-0.36521519  3.07379373 -6.34347175]],[[-0.36614598  3.07286294 -6.34440255]],[[-0.51889612  2.92011281 -6.49715268]],[[-0.51001037  2.92899855 -6.48826694]],[[-0.64124645  2.79776247 -6.61950302]],[[-0.55192819  2.88708074 -6.53018475]],[[-0.59252171  2.84648721 -6.57077827]],[[-0.68352299  2.75548593 -6.66177955]],[[-0.73888236  2.70012656 -6.71713892]],[[-0.62406254  2.81494638 -6.6023191 ]],[[-0.61462767  2.82438125 -6.59288423]],[[-0.66635131  2.77265761 -6.64460788]],[[-0.70707482  2.7319341  -6.68533138]],[[-0.65340939  2.78559953 -6.63166596]],[[-0.66473533  2.77427359 -6.64299189]],[[-0.49602152  2.9429874  -6.47427808]],[[-0.51813318  2.92087575 -6.49638974]],[[-0.53279186  2.90621706 -6.51104842]],[[-0.63057436  2.80843456 -6.60883093]],[[-0.49121349  2.94779543 -6.46947005]]
[[-1.92083159  5.46646118 -3.21740239]],[[-1.9435554   5.44373737 -3.2401262 ]],[[-1.77506641  5.61222637 -3.07163721]],[[-1.98090817  5.4063846  -3.27747897]],[[-2.10092464  5.28636814 -3.39749544]],[[-2.27746045  5.10983232 -3.57403125]],[[-2.23683114  5.15046163 -3.53340194]],[[-2.24653088  5.14076189 -3.54310168]],[[-2.25270013  5.13459264 -3.54927093]],[[-2.13085551  5.25643726 -3.42742631]],[[-2.29623701  5.09105576 -3.59280781]],[[-2.26193595  5.12535682 -3.55850675]],[[-2.2313478   5.15594497 -3.5279186 ]],[[-2.35241798  5.03487479 -3.64898878]],[[-2.31445018  5.07284259 -3.61102098]],[[-2.32535469  5.06193808 -3.62192549]],[[-2.14982936  5.23746341 -3.44640016]],[[-2.18273493  5.20455784 -3.47930573]],[[-2.26369134  5.12360143 -3.56026214]],[[-2.14088668  5.24640609 -3.43745748]]
[[-0.2636896   4.01321927 -1.50742758]],[[-0.22158687  4.055322   -1.46532485]],[[-0.2017711   4.07513777 -1.44550908]],[[-0.35151287  3.92539601 -1.59525084]],[[-0.40203108  3.87487779 -1.64576906]],[[-0.4563513   3.82055758 -1.70008927]],[[-0.63892449  3.63798438 -1.88266247]],[[-0.66510749  3.61180139 -1.90884546]],[[-0.61052885  3.66638003 -1.85426682]],[[-0.34312892  3.93377996 -1.58686689]],[[-0.48346102  3.79344786 -1.72719899]],[[-0.57081135  3.70609753 -1.81454932]],[[-0.56849456  3.70841431 -1.81223254]],[[-0.45199097  3.82491791 -1.69572894]],[[-0.45773956  3.81916931 -1.70147754]],[[-0.29582316  3.98108571 -1.53956114]],[[-0.2112446   4.06566428 -1.45498257]],[[-0.26320446  4.01370441 -1.50694244]],[[-0.10537375  4.17153512 -1.34911173]],[[-0.15304874  4.12386013 -1.39678672]]
[[ 2.67940354  2.10676548 -1.09965565]],[[ 2.42157359  1.84893554 -1.3574856 ]],[[ 2.28444079  1.71180274 -1.4946184 ]],[[ 2.21142549  1.63878744 -1.5676337 ]],[[ 2.29480213  1.72216407 -1.48425707]],[[ 2.19665012  1.62401207 -1.58240907]],[[ 2.26456229  1.69192424 -1.5144969 ]],[[ 2.25636686  1.68372881 -1.52269233]],[[ 2.30454207  1.73190402 -1.47451712]],[[ 2.3301006   1.75746255 -1.44895859]],[[ 2.46345421  1.89081616 -1.31560498]],[[ 2.49069682  1.91805877 -1.28836237]],[[ 2.45988039  1.88724233 -1.31917881]],[[ 2.49098679  1.91834874 -1.2880724 ]],[[ 2.39404074  1.82140269 -1.38501845]],[[ 2.36965876  1.7970207  -1.40940044]],[[ 2.51219483  1.93955677 -1.26686437]],[[ 2.58579728  2.01315923 -1.19326191]],[[ 2.7461776   2.17353955 -1.03288159]],[[ 2.71203653  2.13939847 -1.06702267]]
[[ 4.93160587  1.89068636 -1.45656279]],[[ 4.92477716  1.88385765 -1.4633915 ]],[[ 5.01420986  1.97329035 -1.3739588 ]],[[ 5.0696316   2.02871209 -1.31853706]],[[ 5.08833643  2.04741692 -1.29983223]],[[ 5.19142796  2.15050845 -1.1967407 ]],[[ 5.04739038  2.00647087 -1.34077828]],[[ 5.23154217  2.19062266 -1.15662649]],[[ 5.0433014   2.00238188 -1.34486727]],[[ 5.02081275  1.97989324 -1.36735591]],[[ 4.93635464  1.89543513 -1.45181402]],[[ 4.89095787  1.85003836 -1.49721079]],[[ 4.97190725  1.93098773 -1.41626142]],[[ 4.87140844  1.83048893 -1.51676022]],[[ 4.80150055  1.76058104 -1.58666811]],[[ 4.88913135  1.84821183 -1.49903732]],[[ 4.8130706   1.77215109 -1.57509806]],[[ 4.73898143  1.69806192 -1.64918723]],[[ 4.74826682  1.70734731 -1.63990184]],[[ 4.82414857  1.78322906 -1.56402009]]
[[3.18030273 1.3766084  2.53553783]],[[3.29414019 1.49044587 2.64937529]],[[3.15716336 1.35346903 2.51239845]],[[3.08675444 1.28306011 2.44198953]],[[3.07967775 1.27598343 2.43491285]],[[3.315856   1.51216167 2.67109109]],[[3.06092957 1.25723524 2.41616467]],[[3.02399379 1.22029946 2.37922889]],[[3.12225265 1.31855832 2.47748774]],[[3.0350482  1.23135387 2.39028329]],[[2.97185602 1.1681617  2.32709112]],[[2.9220427  1.11834838 2.2772778 ]],[[2.76644239 0.96274806 2.12167749]],[[3.02148677 1.21779245 2.37672187]],[[3.0359657  1.23227137 2.3912008 ]],[[3.1367814  1.33308707 2.49201649]],[[2.9986173  1.19492298 2.3538524 ]],[[3.01496293 1.2112686  2.37019802]],[[3.0430812  1.23938687 2.39831629]],[[3.13784333 1.33414901 2.49307843]]
[[-2.43818239  1.38357848 -0.37768674]],[[-2.47472448  1.34703638 -0.41422884]],[[-2.42274727  1.39901359 -0.36225163]],[[-2.61439153  1.20736934 -0.55389588]],[[-2.66425795  1.15750291 -0.60376231]],[[-2.63481594  1.18694493 -0.57432029]],[[-2.56360001  1.25816085 -0.50310436]],[[-2.51918326  1.3025776  -0.45868762]],[[-2.44166168  1.38009918 -0.38116604]],[[-2.54834522  1.27341565 -0.48784957]],[[-2.7417173   1.08004356 -0.68122166]],[[-2.55934794  1.26241292 -0.4988523 ]],[[-2.4393883   1.38237257 -0.37889265]],[[-2.39237636  1.4293845  -0.33188071]],[[-2.4549858   1.36677506 -0.39449016]],[[-2.43713868  1.38462218 -0.37664304]],[[-2.52689573  1.29486513 -0.46640008]],[[-2.52827967  1.29348119 -0.46778403]],[[-2.4647521   1.35700876 -0.40425646]],[[-2.27675776  1.54500311 -0.21626211]]
[[-0.94618334  0.05764261  1.24083002]],[[-0.9010194   0.10280656  1.28599396]],[[-1.01013835 -0.0063124   1.17687501]],[[-0.90103617  0.10278979  1.2859772 ]],[[-0.95484988  0.04897607  1.23216348]],[[-1.10756046 -0.1037345   1.07945291]],[[-0.93355285  0.0702731   1.25346051]],[[-0.84097481  0.16285115  1.34603856]],[[-0.74633814  0.25748781  1.44067522]],[[-0.758453    0.24537295  1.42856036]],[[-0.756031    0.24779496  1.43098237]],[[-0.61466909  0.38915687  1.57234428]],[[-0.64613581  0.35769014  1.54087755]],[[-0.82335435  0.1804716   1.36365901]],[[-0.59785204  0.40597391  1.58916132]],[[-0.43725716  0.56656879  1.7497562 ]],[[-0.42055264  0.58327332  1.76646073]],[[-0.37483418  0.62899178  1.81217919]],[[-0.59142994  0.41239602  1.59558343]],[[-0.92595539  0.07787056  1.26105797]]
[[-0.67252418  2.10613048 -0.53616637]],[[-0.763246    2.01540865 -0.62688819]],[[-0.71183659  2.06681806 -0.57547879]],[[-0.57749977  2.20115488 -0.44114197]],[[-0.45324216  2.32541249 -0.31688436]],[[-0.47212701  2.30652765 -0.3357692 ]],[[-0.3571318   2.42152285 -0.220774  ]],[[-0.24144585  2.53720881 -0.10508804]],[[-0.26069026  2.5179644  -0.12433245]],[[-0.53702407  2.24163058 -0.40066626]],[[-0.4337427   2.34491195 -0.2973849 ]],[[-0.39094705  2.38770761 -0.25458924]],[[-0.41608424  2.36257041 -0.27972644]],[[-0.35270541  2.42594924 -0.21634761]],[[-0.29306985  2.48558481 -0.15671204]],[[-0.62473009  2.15392456 -0.48837229]],[[-0.59123482  2.18741984 -0.45487701]],[[-0.64436653  2.13428813 -0.50800872]],[[-0.70997409  2.06868056 -0.57361629]],[[-0.71643487  2.06221978 -0.58007707]]
[[ 0.33128486  2.75034081 -0.82535269]],[[ 0.25154661  2.67060256 -0.90509094]],[[ 0.16755904  2.586615   -0.98907851]],[[ 0.15627761  2.57533357 -1.00035994]],[[ 0.27314637  2.69220232 -0.88349118]],[[ 0.22201989  2.64107584 -0.93461766]],[[ 0.43504908  2.85410503 -0.72158848]],[[ 0.47409382  2.89314977 -0.68254373]],[[ 0.66942594  3.08848189 -0.48721162]],[[ 0.8301492   3.24920515 -0.32648836]],[[ 0.72761284  3.14666879 -0.42902472]],[[ 0.58438777  3.00344373 -0.57224978]],[[ 0.51394368  2.93299963 -0.64269387]],[[ 0.34982577  2.76888172 -0.80681178]],[[ 0.31898003  2.73803598 -0.83765752]],[[ 0.19922323  2.61827919 -0.95741432]],[[ 0.135984    2.55503995 -1.02065355]],[[ 0.22447093  2.64352688 -0.93216662]],[[ 0.35315069  2.77220664 -0.80348686]],[[ 0.33140952  2.75046547 -0.82522804]]
[[ 1.39164423 -0.35839374  0.59067889]],[[ 1.39289225 -0.35714573  0.5919269 ]],[[ 1.48175906 -0.26827892  0.68079372]],[[ 1.55125541 -0.19878257  0.75029006]],[[ 1.55949178 -0.1905462   0.75852643]],[[ 1.57462252 -0.17541546  0.77365718]],[[ 1.42364932 -0.32638866  0.62268397]],[[ 1.60521614 -0.14482184  0.8042508 ]],[[1.8081937  0.05815572 1.00722835]],[[1.75871694 0.00867896 0.95775159]],[[ 1.55374163 -0.19629635  0.75277629]],[[ 1.50181805 -0.24821993  0.7008527 ]],[[ 1.32146319 -0.42857479  0.52049784]],[[ 1.36516283 -0.38487514  0.56419749]],[[ 1.29927286 -0.45076512  0.49830751]],[[ 1.24152873 -0.50850925  0.44056338]],[[ 1.2378859  -0.51215208  0.43692055]],[[ 1.13714097 -0.61289701  0.33617562]],[[ 1.19886    -0.55117798  0.39789465]],[[ 1.26179139 -0.48824659  0.46082604]]
[[-2.13756418 -4.30903592  1.46829186]],[[-2.15132146 -4.3227932   1.45453458]],[[-2.29002352 -4.46149526  1.31583252]],[[-2.26257909 -4.43405083  1.34327695]],[[-2.17522699 -4.34669873  1.43062905]],[[-2.14125055 -4.31272229  1.46460549]],[[-2.2534853  -4.42495704  1.35237074]],[[-2.1878199  -4.35929164  1.41803614]],[[-2.20219872 -4.37367046  1.40365732]],[[-2.25933867 -4.43081041  1.34651737]],[[-2.11278981 -4.28426155  1.49306623]],[[-2.11235802 -4.28382976  1.49349802]],[[-2.01599791 -4.18746965  1.58985813]],[[-1.965557   -4.13702874  1.64029904]],[[-2.12537787 -4.29684961  1.48047817]],[[-2.1585507  -4.33002244  1.44730534]],[[-2.16146334 -4.33293508  1.4443927 ]],[[-2.18764395 -4.35911569  1.41821209]],[[-2.14634482 -4.31781656  1.45951122]],[[-2.18223619 -4.35370793  1.42361985]]
[[-2.7570934  -3.95072786 -1.04245533]],[[-2.8895205  -4.08315495 -1.17488243]],[[-2.83024744 -4.0238819  -1.11560938]],[[-2.80556459 -3.99919905 -1.09092652]],[[-2.56834851 -3.76198297 -0.85371045]],[[-2.60580266 -3.79943711 -0.89116459]],[[-2.49836101 -3.69199546 -0.78372294]],[[-2.54306352 -3.73669798 -0.82842546]],[[-2.55981366 -3.75344811 -0.84517559]],[[-2.66913767 -3.86277213 -0.9544996 ]],[[-2.76087042 -3.95450488 -1.04623236]],[[-2.78108974 -3.97472419 -1.06645167]],[[-2.65448903 -3.84812348 -0.93985096]],[[-2.53515371 -3.72878816 -0.82051564]],[[-2.61789885 -3.8115333  -0.90326078]],[[-2.37772937 -3.57136382 -0.6630913 ]],[[-2.44059444 -3.63422889 -0.72595637]],[[-2.38580942 -3.57944387 -0.67117135]],[[-2.364396   -3.55803045 -0.64975793]],[[-2.5850186  -3.77865306 -0.87038054]]
[[-4.14741469 -0.8226108   0.62437147]],[[-4.0629095  -0.73810561  0.70887666]],[[-4.14892408 -0.82412019  0.62286208]],[[-4.28236053 -0.95755664  0.48942562]],[[-4.21278634 -0.88798245  0.55899982]],[[-4.48407504 -1.15927115  0.28771111]],[[-4.67735183 -1.35254794  0.09443432]],[[-4.70856767 -1.38376378  0.06321849]],[[-4.72212434 -1.39732045  0.04966181]],[[-4.48876441 -1.16396052  0.28302175]],[[-4.17649071 -0.85168682  0.59529544]],[[-4.21744654 -0.89264265  0.55433962]],[[-4.13956595 -0.81476206  0.63222021]],[[-4.27566607 -0.95086218  0.49612009]],[[-4.2259935  -0.90118961  0.54579265]],[[-4.14930859 -0.8245047   0.62247757]],[[-4.09919813 -0.77439424  0.67258803]],[[-4.09279355 -0.76798966  0.67899261]],[[-4.15318079 -0.8283769   0.61860537]],[[-4.21831226 -0.89350837  0.55347389]]
[[-3.08316695  0.51590184  2.39198609]],[[-2.89529     0.70377879  2.57986305]],[[-2.92718378  0.67188501  2.54796926]],[[-3.00283582  0.59623297  2.47231723]],[[-2.96805303  0.63101576  2.50710002]],[[-3.15696595  0.44210284  2.31818709]],[[-3.19725574  0.40181305  2.2778973 ]],[[-3.36014812  0.23892067  2.11500493]],[[-3.14710635  0.45196244  2.32804669]],[[-3.11644631  0.48262247  2.35870673]],[[-3.35470713  0.24436166  2.12044591]],[[-3.30976296  0.28930583  2.16539009]],[[-3.31456818  0.28450061  2.16058486]],[[-3.33182633  0.26724246  2.14332672]],[[-3.35306178  0.24600701  2.12209126]],[[-3.53022875  0.06884004  1.9449243 ]],[[-3.43197345  0.16709534  2.04317959]],[[-3.35056866  0.24850013  2.12458438]],[[-3.23504639  0.3640224   2.24010665]],[[-3.15725295  0.44181584  2.31790009]]
[[-1.19921626 -0.50536077  2.62330722]],[[-1.27548292 -0.58162742  2.54704057]],[[-1.22559507 -0.53173958  2.59692841]],[[-1.20232785 -0.50847236  2.62019563]],[[-1.22038384 -0.52652835  2.60213964]],[[-1.17132735 -0.47747186  2.65119613]],[[-1.01887371 -0.32501822  2.80364977]],[[-0.76677592 -0.07292043  3.05574756]],[[-6.95714721e-01 -1.85923064e-03  3.12680876e+00]],[[-0.91305473 -0.21919924  2.90946875]],[[-0.96805835 -0.27420286  2.85446513]],[[-1.114207   -0.42035151  2.70831648]],[[-1.207333   -0.51347751  2.61519048]],[[-1.09885387 -0.40499838  2.72366961]],[[-1.1715901  -0.47773461  2.65093338]],[[-1.0077906  -0.31393511  2.81473288]],[[-1.13568336 -0.44182787  2.68684012]],[[-1.04671817 -0.35286268  2.77580531]],[[-1.17969056 -0.48583507  2.64283292]],[[-1.31592687 -0.62207138  2.50659661]]
[[-3.59356022 -0.99113612 -1.13607563]],[[-3.80104593 -1.19862183 -1.34356133]],[[-3.95475936 -1.35233526 -1.49727476]],[[-3.73986936 -1.13744526 -1.28238477]],[[-3.7118051  -1.109381   -1.25432051]],[[-3.69271424 -1.09029014 -1.23522965]],[[-3.55476336 -0.95233926 -1.09727877]],[[-3.51389139 -0.91146729 -1.0564068 ]],[[-3.48639548 -0.88397138 -1.02891089]],[[-3.49042191 -0.88799782 -1.03293732]],[[-3.35964132 -0.75721722 -0.90215673]],[[-3.32897492 -0.72655083 -0.87149033]],[[-3.24999521 -0.64757111 -0.79251062]],[[-3.250769   -0.64834491 -0.79328441]],[[-3.34623745 -0.74381336 -0.88875286]],[[-3.34425432 -0.74183022 -0.88676972]],[[-3.17731734 -0.57489324 -0.71983275]],[[-3.25833065 -0.65590655 -0.80084606]],[[-3.36500802 -0.76258393 -0.90752343]],[[-3.55290806 -0.95048396 -1.09542347]]
[[-4.3617708   3.95818271 -1.16727174]],[[-4.49056092  3.82939259 -1.29606186]],[[-4.60647095  3.71348256 -1.41197189]],[[-4.75873423  3.56121928 -1.56423517]],[[-4.67296701  3.6469865  -1.47846795]],[[-4.62156929  3.69838422 -1.42707023]],[[-4.47852322  3.84143029 -1.28402416]],[[-4.46450083  3.85545269 -1.27000177]],[[-4.33506757  3.98488594 -1.14056851]],[[-4.45494121  3.8650123  -1.26044216]],[[-4.62354902  3.69640449 -1.42904996]],[[-4.67630384  3.64364967 -1.48180478]],[[-4.60354742  3.71640609 -1.40904836]],[[-4.63553064  3.68442287 -1.44103159]],[[-4.62810536  3.69184815 -1.4336063 ]],[[-4.58395954  3.73599397 -1.38946049]],[[-4.66230153  3.65765199 -1.46780247]],[[-4.56722696  3.75272655 -1.3727279 ]],[[-4.40877363  3.91117988 -1.21427457]],[[-4.36532365  3.95462987 -1.17082459]]
[[-5.51265826  2.73082394  0.55336448]],[[-5.49176685  2.75171535  0.57425589]],[[-5.41706987  2.82641234  0.64895288]],[[-5.45974379  2.78373841  0.60627896]],[[-5.3672185   2.8762637   0.69880425]],[[-5.29208795  2.95139425  0.77393479]],[[-5.13940021  3.10408199  0.92662253]],[[-5.30714299  2.93633921  0.75887975]],[[-5.31210723  2.93137497  0.75391551]],[[-5.24590629  2.99757591  0.82011645]],[[-5.1816608   3.0618214   0.88436195]],[[-5.34082923  2.90265297  0.72519351]],[[-5.37783681  2.86564539  0.68818594]],[[-5.26393031  2.97955189  0.80209243]],[[-5.44140549  2.80207671  0.62461726]],[[-5.62564791  2.61783429  0.44037483]],[[-5.58850036  2.65498184  0.47752238]],[[-5.65144537  2.59203683  0.41457737]],[[-5.62211608  2.62136612  0.44390666]],[[-5.63069642  2.61278578  0.43532632]]
[[-3.73280476  1.04941848  0.25669418]],[[-3.63173733  1.15048591  0.35776161]],[[-3.60179209  1.18043116  0.38770686]],[[-3.74217585  1.0400474   0.2473231 ]],[[-3.53604731  1.24617594  0.45345164]],[[-3.57102968  1.21119356  0.41846926]],[[-3.67017535  1.11204789  0.31932359]],[[-3.62651597  1.15570728  0.36298298]],[[-3.74599778  1.03622546  0.24350116]],[[-3.9030629   0.87916034  0.08643604]],[[-3.94521488  0.83700836  0.04428406]],[[-4.05009566  0.73212758 -0.06059672]],[[-4.11981897  0.66240428 -0.13032002]],[[-3.9561486   0.82607465  0.03335035]],[[-3.67085559  1.11136766  0.31864336]],[[-3.68089056  1.10133268  0.30860838]],[[-3.48947029  1.29275295  0.50002865]],[[-3.54648629  1.23573695  0.44301265]],[[-3.54106925  1.24115399  0.44842969]],[[-3.59960358  1.18261966  0.38989536]]
[[-1.54303605  3.10023938  2.60261306]],[[-1.47030218  3.17297325  2.67534693]],[[-1.25615266  3.38712277  2.88949644]],[[-1.35151897  3.29175646  2.79413014]],[[-1.43524568  3.20802975  2.71040343]],[[-1.39288133  3.2503941   2.75276778]],[[-1.36217605  3.28109938  2.78347305]],[[-1.51638618  3.12688925  2.62926293]],[[-1.36205964  3.28121579  2.78358946]],[[-1.57203732  3.07123811  2.57361178]],[[-1.78195648  2.86131895  2.36369263]],[[-1.83296262  2.81031281  2.31268649]],[[-1.82837439  2.81490104  2.31727472]],[[-1.78559574  2.85767969  2.36005336]],[[-1.71166197  2.93161347  2.43398714]],[[-1.64082532  3.00245011  2.50482379]],[[-1.43628294  3.20699249  2.70936616]],[[-1.3868057   3.25646973  2.7588434 ]],[[-1.49132911  3.15194632  2.65431999]],[[-1.52489538  3.11838005  2.62075373]]
[[-0.26078363  2.19270313  2.6652767 ]],[[-0.28821571  2.16527105  2.63784462]],[[-0.37536565  2.07812111  2.55069468]],[[-0.24315553  2.21033122  2.6829048 ]],[[-0.17229632  2.28119043  2.75376401]],[[-0.20434592  2.24914084  2.72171442]],[[-0.10683675  2.34665001  2.81922358]],[[-0.22071964  2.23276712  2.70534069]],[[-0.14779105  2.30569571  2.77826929]],[[-0.27040766  2.18307909  2.65565267]],[[-0.25164857  2.20183818  2.67441176]],[[-0.25229783  2.20118892  2.6737625 ]],[[-0.25207691  2.20140985  2.67398342]],[[-0.11347751  2.34000924  2.81258282]],[[-0.22395025  2.22953651  2.70211009]],[[-0.20229892  2.25118784  2.72376142]],[[-0.44764181  2.00584495  2.47841853]],[[-0.37165874  2.08182802  2.5544016 ]],[[-0.39277857  2.06070819  2.53328176]],[[-0.34027805  2.1132087   2.58578228]]
[[ 1.81194851 -1.35598746  1.3091571 ]],[[ 1.95167362 -1.21626235  1.44888221]],[[ 1.94524994 -1.22268603  1.44245853]],[[ 1.97837436 -1.18956161  1.47558295]],[[ 2.03004884 -1.13788713  1.52725744]],[[ 2.04735684 -1.12057913  1.54456543]],[[ 2.27044816 -0.89748781  1.76765675]],[[ 2.21188832 -0.95604765  1.70909691]],[[ 2.31902592 -0.84891005  1.81623452]],[[ 2.30544453 -0.86249144  1.80265313]],[[ 1.98491351 -1.18302246  1.48212211]],[[ 1.9165665  -1.25136947  1.41377509]],[[ 1.93635691 -1.23157906  1.4335655 ]],[[ 1.84475297 -1.323183    1.34196156]],[[ 1.68904871 -1.47888726  1.1862573 ]],[[ 1.94353891 -1.22439706  1.4407475 ]],[[ 1.71173672 -1.45619925  1.20894532]],[[ 1.79435423 -1.37358174  1.29156282]],[[ 1.91706147 -1.2508745   1.41427007]],[[ 1.81138363 -1.35655234  1.30859222]]
