z1,z2
1.303921461105346680e+00,-2.171527862548828125e+00
-3.298373222351074219e-01,-3.295312225818634033e-01
8.501492142677307129e-01,-4.820053279399871826e-01
-1.905981898307800293e-01,-6.965862512588500977e-01
3.050372004508972168e-01,3.560511469841003418e-01
1.218186378479003906e+00,-2.971656084060668945e+00
1.620313227176666260e-01,9.237747788429260254e-01
1.283864974975585938e+00,-2.903141975402832031e-01
-6.724822521209716797e-01,3.576880097389221191e-01
3.153916001319885254e-01,4.613802134990692139e-01
5.713791847229003906e-01,-5.248073339462280273e-01
1.236130833625793457e+00,1.595962285995483398e+00
-2.387254714965820312e+00,2.639703750610351562e-01
-1.276658296585083008e+00,-5.101583003997802734e-01
-1.343829154968261719e+00,-1.416572809219360352e+00
9.653012752532958984e-01,2.961395978927612305e-01
-1.022686243057250977e+00,-1.790433675050735474e-01
3.699886798858642578e-02,2.053137779235839844e+00
4.801933169364929199e-01,1.424158096313476562e+00
-1.083734035491943359e-01,3.254975974559783936e-01
-8.394432663917541504e-01,1.533772110939025879e+00
1.279220432043075562e-01,5.392765998840332031e-01
7.926698327064514160e-01,-2.173195481300354004e-01
-3.591520786285400391e-01,1.621820777654647827e-01
-1.056096553802490234e-01,-1.392088532447814941e+00
2.790473699569702148e-01,5.987665653228759766e-01
9.405914545059204102e-01,7.296050786972045898e-01
1.259589910507202148e+00,-4.551758170127868652e-01
1.848223954439163208e-01,8.477119207382202148e-01
-5.546303987503051758e-01,-1.446441859006881714e-01
-4.826030731201171875e-01,-1.036025583744049072e-02
-5.949404835700988770e-02,-4.228338599205017090e-01
-5.491662025451660156e-01,-2.403626143932342529e-01
-4.382829070091247559e-01,-4.850587248802185059e-01
1.093058586120605469e+00,9.354264289140701294e-02
-7.672747373580932617e-01,-4.777866303920745850e-01
1.353044033050537109e+00,1.140493869781494141e+00
1.568516016006469727e+00,-1.266583055257797241e-01
3.306671231985092163e-02,2.960844039916992188e-01
2.099683761596679688e+00,5.190578103065490723e-01
-3.967778086662292480e-01,6.156345009803771973e-01
-3.867121338844299316e-01,-5.938725471496582031e-01
-1.431666731834411621e+00,-1.594959139823913574e+00
7.487834692001342773e-01,2.886681556701660156e-01
1.390987932682037354e-01,-1.555607676506042480e+00
-4.930758476257324219e-01,6.101603507995605469e-01
1.451188921928405762e+00,1.101220011711120605e+00
-1.697482913732528687e-01,-5.276587605476379395e-01
6.849556565284729004e-01,2.884705364704132080e-01
-2.238217294216156006e-01,-3.225049376487731934e-01
-7.417152523994445801e-01,4.499155282974243164e-02
4.745031297206878662e-01,-1.644054502248764038e-01
1.188594698905944824e+00,-5.983245372772216797e-01
-6.153113245964050293e-01,-7.224431633949279785e-01
-1.672160863876342773e+00,5.006190538406372070e-01
-7.132328152656555176e-01,7.371969521045684814e-02
-1.799817383289337158e-02,-5.898888707160949707e-01
-4.688590764999389648e-01,1.961528658866882324e-01
-1.463875025510787964e-01,-3.398858904838562012e-01
8.154076337814331055e-01,-2.041494250297546387e-01
-6.504648923873901367e-02,-4.919852018356323242e-01
5.761145353317260742e-01,5.558214187622070312e-01
8.977868556976318359e-01,-1.141124963760375977e-01
3.676909506320953369e-01,-6.703078746795654297e-03
2.964479446411132812e+00,5.487762689590454102e-01
-1.398425996303558350e-01,5.639657378196716309e-01
6.030883789062500000e-01,1.532625257968902588e-01
2.391234874725341797e+00,-1.194314062595367432e-01
-6.656697988510131836e-01,-4.700718522071838379e-01
1.189726233482360840e+00,-1.215859800577163696e-01
-1.291071921586990356e-01,-1.264278769493103027e+00
2.652610838413238525e-01,-9.753713607788085938e-01
-6.537322998046875000e-01,-2.377803325653076172e-01
-2.479848384857177734e+00,7.970740199089050293e-01
-7.578051686286926270e-01,-6.992710381746292114e-02
4.486600756645202637e-01,-2.125603407621383667e-01
-9.888395071029663086e-01,-7.756858468055725098e-01
1.133679509162902832e+00,-3.776655793190002441e-01
1.824019432067871094e+00,1.762385487556457520e+00
-1.620331406593322754e-02,-5.505414605140686035e-01
-1.034420967102050781e+00,-4.668111801147460938e-01
3.934445381164550781e-01,-1.924759149551391602e-02
5.430394411087036133e-01,4.339393973350524902e-01
7.213029861450195312e-01,3.234377503395080566e-02
-5.318641662597656250e-03,-2.166813015937805176e-01
-1.232607841491699219e+00,2.400166273117065430e+00
1.059507802128791809e-01,3.276323378086090088e-01
2.582335472106933594e-02,2.373148053884506226e-01
5.129665732383728027e-01,2.497824192047119141e+00
-1.272432059049606323e-01,9.009442329406738281e-01
-5.993658304214477539e-02,2.555915117263793945e-01
1.142450809478759766e+00,3.815338611602783203e-01
6.358435153961181641e-01,1.517222404479980469e+00
-4.693273305892944336e-01,1.026150286197662354e-01
-7.094032168388366699e-01,-2.463498711585998535e-02
-1.598240494728088379e+00,4.558865912258625031e-03
-9.144079685211181641e-01,6.125823259353637695e-01
2.095251321792602539e+00,4.093481540679931641e+00
-5.336250066757202148e-01,-1.974451541900634766e-02
2.482723712921142578e+00,6.277019977569580078e-01
1.536634802818298340e+00,8.625241518020629883e-01
-2.238096892833709717e-01,3.034450531005859375e+00
1.150783896446228027e-01,-5.634596347808837891e-01
-1.207299232482910156e+00,6.153178811073303223e-01
3.190025985240936279e-01,-1.699506044387817383e+00
1.456589460372924805e+00,1.873077511787414551e+00
4.650785624980926514e-01,-3.791298568248748779e-01
-1.589399278163909912e-01,-7.064853608608245850e-02
2.369395732879638672e+00,-2.726058959960937500e-01
4.940666556358337402e-01,1.546515226364135742e+00
-1.520295858383178711e+00,-6.168211698532104492e-01
2.879684686660766602e+00,-2.452914237976074219e+00
2.897946834564208984e+00,-6.136404275894165039e-01
5.387028455734252930e-01,2.018757104873657227e+00
1.584862768650054932e-01,5.331078171730041504e-02
-3.947357833385467529e-02,-2.286236137151718140e-01
-9.687849283218383789e-01,-2.157466113567352295e-01
-1.187950134277343750e+00,1.038611888885498047e+00
-1.289376616477966309e-02,6.011384725570678711e-01
-5.325627923011779785e-01,-1.542791873216629028e-01
9.909816384315490723e-01,-3.283410072326660156e+00
-4.010644555091857910e-01,-8.309587836265563965e-03
2.816843748092651367e+00,1.454946696758270264e-01
-8.945988416671752930e-01,8.232815563678741455e-02
1.266902446746826172e+00,2.398156166076660156e+00
-1.460956931114196777e+00,-5.207381024956703186e-02
-2.013998985290527344e+00,4.429660737514495850e-01
4.945199489593505859e-01,-1.091480255126953125e+00
-1.273552894592285156e+00,-3.823978662490844727e+00
7.571963667869567871e-01,-1.050954014062881470e-01
1.143726110458374023e+00,1.536536812782287598e+00
-2.086712121963500977e+00,4.449211359024047852e-01
1.612188577651977539e+00,2.468074321746826172e+00
-1.247422456741333008e+00,6.433714628219604492e-01
-1.272689104080200195e+00,1.957570672035217285e+00
2.277041822671890259e-01,-7.382588982582092285e-01
-5.803728699684143066e-01,-2.617356181144714355e-01
2.194977998733520508e-01,-4.298799037933349609e-01
-9.774035215377807617e-02,5.700015425682067871e-01
-1.102654814720153809e+00,-1.718829423189163208e-01
-9.951521158218383789e-01,1.922026991844177246e+00
-1.986028254032135010e-01,-1.545394957065582275e-01
3.551218509674072266e-01,-6.153431534767150879e-01
4.228194057941436768e-01,-1.904901862144470215e-02
-1.291494011878967285e+00,-3.183416724205017090e-01
-4.457769393920898438e-01,1.236129999160766602e-01
8.049441576004028320e-01,6.536921858787536621e-01
-2.894628942012786865e-01,-1.127120703458786011e-01
1.823390126228332520e+00,-5.566925182938575745e-02
1.206173181533813477e+00,-1.566017031669616699e+00
-6.359872221946716309e-02,-4.236968755722045898e-01
-8.561862707138061523e-01,-2.665298879146575928e-01
2.978434264659881592e-01,1.235641986131668091e-01
1.024021059274673462e-01,-4.317089915275573730e-01
-2.993546426296234131e-02,1.808209061622619629e+00
1.011651456356048584e-01,3.414713144302368164e-01
8.784157633781433105e-01,-2.550948560237884521e-01
-3.799833059310913086e-01,4.679827094078063965e-01
-6.222921609878540039e-02,-1.372183918952941895e+00
-9.519559741020202637e-01,-8.205650746822357178e-02
-1.381461620330810547e+00,4.211598038673400879e-01
-1.018531680107116699e+00,-4.999127089977264404e-01
-2.523052692413330078e-02,-5.713596343994140625e-01
-4.449331164360046387e-01,1.787788271903991699e+00
-4.209105968475341797e-01,-4.438701272010803223e-01
2.099592208862304688e+00,-5.380332469940185547e-03
-4.379400908946990967e-01,6.336259245872497559e-01
-7.962521314620971680e-01,-2.700073421001434326e-01
7.217261195182800293e-01,-1.342279314994812012e-01
4.564240574836730957e-01,-5.326057672500610352e-01
3.388027846813201904e-01,-1.035446822643280029e-01
9.029213190078735352e-01,1.164678335189819336e-01
3.428554534912109375e-02,-6.155052781105041504e-02
2.611793756484985352e+00,2.318509340286254883e+00
6.815133094787597656e-01,-1.309995502233505249e-01
6.633142232894897461e-01,-4.780032038688659668e-01
-2.645886182785034180e+00,-1.535651683807373047e+00
5.843249559402465820e-01,4.867579340934753418e-01
-4.417939782142639160e-01,-5.831888914108276367e-01
1.908498764038085938e+00,-7.928655743598937988e-01
-8.281104564666748047e-01,2.447763204574584961e+00
-7.566952109336853027e-01,-2.020556628704071045e-01
4.129471778869628906e-01,-7.455924749374389648e-01
-3.047131597995758057e-01,-4.003935754299163818e-01
6.334531903266906738e-01,4.284135699272155762e-01
8.753005266189575195e-01,3.909386694431304932e-01
4.528239965438842773e-01,2.883955240249633789e-01
-2.364952564239501953e-01,5.762970447540283203e-01
-1.105921268463134766e+00,-4.712142050266265869e-03
6.157774925231933594e-01,2.490409314632415771e-01
-3.256465792655944824e-01,1.091218888759613037e-01
-5.697413682937622070e-01,-8.536598682403564453e-01
1.146889925003051758e+00,1.288527369499206543e+00
1.331655979156494141e+00,1.265030354261398315e-01
-1.145899295806884766e-02,1.168497800827026367e-01
-1.030189633369445801e+00,-1.418160080909729004e+00
2.085940361022949219e+00,6.097389698028564453e+00
-4.676043987274169922e-03,2.018849849700927734e-01
2.467370033264160156e-02,4.843731820583343506e-01
1.231332659721374512e+00,-1.162458539009094238e+00
-1.356300592422485352e+00,-4.085708856582641602e-01
8.853054046630859375e-02,-3.008828163146972656e-01
1.992717266082763672e+00,-4.746940135955810547e-01
9.062409996986389160e-01,-1.005086898803710938e-01
-1.032181620597839355e+00,-1.245159506797790527e+00
1.086508512496948242e+00,-3.608375787734985352e-01
6.764021515846252441e-01,-8.095577359199523926e-03
4.115566611289978027e-02,-3.840030729770660400e-01
-1.038028120994567871e+00,-1.299810171127319336e+00
-4.736056625843048096e-01,2.937148213386535645e-01
-9.770395755767822266e-01,-5.246096253395080566e-01
8.842765092849731445e-01,-1.041752398014068604e-01
1.033980846405029297e+00,-5.569630861282348633e-01
1.019485592842102051e+00,4.128787517547607422e-01
-9.436990618705749512e-01,-1.305268049240112305e+00
-3.358771800994873047e-01,1.534969687461853027e+00
8.659525215625762939e-02,4.027392566204071045e-01
1.095901489257812500e+00,-2.301134169101715088e-02
-1.311805963516235352e+00,-2.072553932666778564e-01
2.961198687553405762e-01,-5.586685538291931152e-01
-3.983061313629150391e-01,-6.989936828613281250e-01
-2.858397364616394043e-02,-3.248436212539672852e+00
2.097000598907470703e+00,-1.900099962949752808e-01
2.313781380653381348e-01,3.134770154953002930e+00
6.090126633644104004e-01,5.970335006713867188e-01
-5.457643270492553711e-01,2.098058700561523438e+00
7.144334316253662109e-01,-1.117539256811141968e-01
1.333495616912841797e+00,-3.484928846359252930e+00
-4.604783952236175537e-01,1.320776104927062988e+00
1.302949666976928711e+00,-7.426155805587768555e-01
4.127998352050781250e-01,1.460026025772094727e+00
1.097079277038574219e+00,4.578784108161926270e-02
5.625839158892631531e-02,6.200804114341735840e-01
3.030698299407958984e-01,-4.628189504146575928e-01
-1.024665713310241699e+00,3.894302845001220703e-01
-6.894233822822570801e-01,-8.732851743698120117e-01
-1.536584258079528809e+00,5.426088571548461914e-01
-2.214460849761962891e+00,8.050358295440673828e-01
-7.274506092071533203e-01,8.879193663597106934e-02
8.249425888061523438e-02,-1.758218526840209961e+00
-4.145899415016174316e-02,5.887689590454101562e-01
4.918037354946136475e-01,7.626059651374816895e-01
-3.288186788558959961e-01,4.527140259742736816e-01
1.885841846466064453e+00,-4.857574105262756348e-01
-1.605377674102783203e+00,-1.514999419450759888e-01
-2.589552104473114014e-01,1.617077291011810303e-01
-6.250331401824951172e-01,-8.190979063510894775e-02
-1.837685704231262207e-02,1.025325775146484375e+00
1.073537170886993408e-01,2.329394519329071045e-01
4.717414379119873047e-01,1.256635308265686035e+00
1.362987995147705078e+00,-8.859823644161224365e-02
-9.254938960075378418e-01,-5.470811128616333008e-01
8.759993314743041992e-01,1.705446362495422363e+00
-7.918192148208618164e-01,-1.333530306816101074e+00
6.251139640808105469e-01,-4.136548042297363281e-01
-4.309454560279846191e-01,-8.163155317306518555e-01
-1.292985081672668457e+00,1.702125191688537598e+00
7.854556441307067871e-01,-7.341974377632141113e-01
9.708619713783264160e-01,-2.919312715530395508e-01
9.522365331649780273e-01,-1.098929420113563538e-01
1.509885311126708984e+00,1.122568845748901367e-01
-1.760852456092834473e+00,9.408040344715118408e-02
9.958330392837524414e-01,3.494279980659484863e-01
6.602306365966796875e-01,2.198836565017700195e+00
-7.826149463653564453e-01,1.826380342245101929e-01
-1.734454482793807983e-01,-6.782859563827514648e-01
1.561000466346740723e+00,-1.067396551370620728e-01
4.320259094238281250e-01,8.297839760780334473e-02
-1.176812648773193359e+00,1.659897208213806152e+00
-3.389248251914978027e-01,6.044084429740905762e-01
5.079635977745056152e-01,-5.528954863548278809e-01
1.978865742683410645e+00,-9.369819164276123047e-01
-1.535748958587646484e+00,-6.613213419914245605e-01
-6.606782674789428711e-01,-9.870744496583938599e-02
1.722916603088378906e+00,8.888302743434906006e-02
-2.672731876373291016e-02,-1.227567553520202637e+00
2.424716949462890625e-02,1.106754660606384277e+00
-2.848832309246063232e-01,7.228817939758300781e-01
5.977437496185302734e-01,-5.403508543968200684e-01
2.945082187652587891e+00,1.544404625892639160e-01
2.250659465789794922e-02,9.712445735931396484e-02
2.218978404998779297e+00,-1.766097992658615112e-01
-8.524363040924072266e-01,-6.162163019180297852e-01
-1.663584470748901367e+00,-8.692534267902374268e-02
-3.422426879405975342e-01,2.678238749504089355e-01
1.446619510650634766e+00,-2.063063383102416992e-01
-2.034947872161865234e+00,4.632473886013031006e-01
-6.442716121673583984e-01,2.197303056716918945e+00
-3.675860166549682617e-01,-3.155852317810058594e+00
